pixel,value
1.145800000000000000e+04,-1.151428795228914099e-16
1.145900000000000000e+04,4.121539766259869593e-16
1.146000000000000000e+04,1.028425820298665390e+31
1.146100000000000000e+04,-4.210440360493790003e+19
1.146200000000000000e+04,6.668121932307258248e-05
1.146300000000000000e+04,7.799826562404632568e-09
1.146400000000000000e+04,-1.382124064363502127e-30
1.146500000000000000e+04,-1.149724084089549526e-28
1.146600000000000000e+04,-2.003450029943029760e+17
1.146700000000000000e+04,-6.312968981366312506e-17
1.146800000000000000e+04,8.064117552706977204e-21
1.146900000000000000e+04,1.488640802816000000e+13
1.147000000000000000e+04,3.226932599675745907e-26
1.147100000000000000e+04,3.793500416000000000e+09
1.147200000000000000e+04,-1.356575550408267107e-29
1.147300000000000000e+04,-1.104920771496211319e+37
1.147400000000000000e+04,-3.847911834716796875e+00
1.147500000000000000e+04,1.455364058698700677e-19
1.147600000000000000e+04,9.887276626956538949e-17
1.147700000000000000e+04,-1.911983080208301544e-02
1.147800000000000000e+04,-5.982591682703890710e-26
1.147900000000000000e+04,3.805708394987881874e-20
1.148000000000000000e+04,-6.430859314264919964e+36
1.148100000000000000e+04,8.924441933631896973e-01
1.148200000000000000e+04,-1.121959833209510396e-21
1.148300000000000000e+04,5.893382324879360000e+14
1.148400000000000000e+04,2.387240240246532908e-28
1.148500000000000000e+04,-2.205958072890668932e+30
1.148600000000000000e+04,2.490147870004241393e+22
1.148700000000000000e+04,-1.206670880317687988e+00
1.148800000000000000e+04,1.109576835173201006e+22
1.148900000000000000e+04,1.173224013566700308e-24
1.149000000000000000e+04,-1.612495942604884980e-30
1.149100000000000000e+04,1.790323997662601529e-19
1.149200000000000000e+04,1.707104295492172241e-01
1.149300000000000000e+04,2.771055052052642711e-23
1.149400000000000000e+04,1.520137935829525761e-18
1.149500000000000000e+04,1.449755937514740316e-26
1.149600000000000000e+04,-1.995567187500000000e+05
1.149700000000000000e+04,2.453061062767154129e-28
1.149800000000000000e+04,6.768828750000000000e+05
1.149900000000000000e+04,1.185709330335038905e-14
1.150000000000000000e+04,-3.753250324480000000e+11
1.150100000000000000e+04,2.000408505902694400e+16
1.150200000000000000e+04,1.024569146081280000e+14
1.150300000000000000e+04,1.218722900375723839e-10
1.150400000000000000e+04,-3.513588725523320022e-12
1.150500000000000000e+04,7.968492891541372391e-17
1.150600000000000000e+04,-5.526224076800000000e+10
1.150700000000000000e+04,-3.487260409958779910e+24
1.150800000000000000e+04,1.387468544000000000e+09
1.150900000000000000e+04,-1.438167943639728128e+18
1.151000000000000000e+04,-5.416344598391207636e-31
1.151100000000000000e+04,8.484962198145181583e-37
1.151200000000000000e+04,6.964493698113436401e-30
1.151300000000000000e+04,1.082443379708063559e-25
1.151400000000000000e+04,2.261456847190856934e-02
1.151500000000000000e+04,1.040047698952992675e-26
1.151600000000000000e+04,-2.714061260223388672e+00
1.151700000000000000e+04,1.312927027200000000e+10
1.151800000000000000e+04,-2.409816699017122284e+20
1.151900000000000000e+04,2.214040479439542693e+32
1.152000000000000000e+04,-2.145557888000000000e+09
1.152100000000000000e+04,7.715426694263476689e-22
1.152200000000000000e+04,-1.062287707208719688e-28
1.152300000000000000e+04,-1.773475233313691335e-21
1.152400000000000000e+04,-2.483148590193689181e-36
1.152500000000000000e+04,-5.198163905543204226e-16
1.152600000000000000e+04,1.563005615234375000e+03
1.152700000000000000e+04,4.868913248304417738e+35
1.152800000000000000e+04,6.339869191936870973e+21
1.152900000000000000e+04,-6.991232599113663630e-16
1.153000000000000000e+04,7.197469770737556375e-25
1.153100000000000000e+04,4.930297984450560000e+14
1.153200000000000000e+04,5.340670320193939410e-35
1.153300000000000000e+04,1.308593750000000000e-01
1.153400000000000000e+04,1.771166882416785542e-20
1.153500000000000000e+04,1.382025563597105017e-14
1.153600000000000000e+04,-3.211095833905958887e-37
1.153700000000000000e+04,-1.101175603163300657e-28
1.153800000000000000e+04,-2.296534273513173297e-12
1.153900000000000000e+04,8.494597750593633318e-37
1.154000000000000000e+04,-1.256956649875462517e-09
1.154100000000000000e+04,1.504961725055173944e+34
1.154200000000000000e+04,2.370931615587323904e-04
1.154300000000000000e+04,-4.214938245758862760e+31
1.154400000000000000e+04,4.856227449812800243e-20
1.154500000000000000e+04,-1.275555923460992039e-21
1.154600000000000000e+04,1.251283226362232920e-17
1.154700000000000000e+04,-3.384227991104125977e+00
1.154800000000000000e+04,-1.573228495511146665e-28
1.154900000000000000e+04,1.688767430656000000e+12
1.155000000000000000e+04,-1.268001051357714459e-05
1.155100000000000000e+04,3.177703741444367761e+36
1.155200000000000000e+04,1.901723007982764032e+18
1.155300000000000000e+04,1.405091840000000000e+08
1.155400000000000000e+04,-2.457229273938887011e+33
1.155500000000000000e+04,-1.871582442366974363e+25
1.155600000000000000e+04,8.160998716848649105e-27
1.155700000000000000e+04,1.942323848425075994e-07
1.155800000000000000e+04,9.970235298508421141e-16
1.155900000000000000e+04,-1.077546415466622435e+33
1.156000000000000000e+04,2.400512824976876432e-26
1.156100000000000000e+04,-2.128853002012437610e+35
1.156200000000000000e+04,-2.505540771323550573e+30
1.156300000000000000e+04,7.264154555652879708e-18
1.156400000000000000e+04,2.592964527888793600e+17
1.156500000000000000e+04,5.149388530707718781e-19
1.156600000000000000e+04,-1.345708142252988182e-06
1.156700000000000000e+04,4.507973462399002550e+30
1.156800000000000000e+04,-1.123491651977883901e+23
1.156900000000000000e+04,9.557774442286196720e+21
1.157000000000000000e+04,-4.904893692582845688e-03
1.157100000000000000e+04,1.448758139403200532e-24
1.157200000000000000e+04,5.027223248125683355e+22
1.157300000000000000e+04,7.799826562404632568e-09
1.157400000000000000e+04,2.024056075053765520e-28
1.157500000000000000e+04,7.146497937498675939e-23
1.157600000000000000e+04,3.818962944682740726e-33
1.157700000000000000e+04,2.799436789659758105e+38
1.157800000000000000e+04,-1.300574261393909350e+19
1.157900000000000000e+04,1.688002662400000000e+10
1.158000000000000000e+04,2.137118377685546875e+02
1.158100000000000000e+04,1.365423684815382151e+31
1.158200000000000000e+04,-3.354461982079477350e+19
1.158300000000000000e+04,1.372160000000000000e+05
1.158400000000000000e+04,9.678006900800618496e+18
1.158500000000000000e+04,-4.317568238254771453e-26
1.158600000000000000e+04,1.102391667360392374e-18
1.158700000000000000e+04,-2.171906986210996656e-32
1.158800000000000000e+04,-3.393929865068544000e+15
1.158900000000000000e+04,-4.538534270626115585e-10
1.159000000000000000e+04,7.594447729987027776e-39
1.159100000000000000e+04,5.531098040516269077e-14
1.159200000000000000e+04,-1.671596000000000000e+07
1.159300000000000000e+04,-9.844765188136657879e-38
1.159400000000000000e+04,6.797450123673600000e+13
1.159500000000000000e+04,8.994152712353447469e+29
1.159600000000000000e+04,3.218586677569798376e+37
1.159700000000000000e+04,8.026457428932189941e-01
1.159800000000000000e+04,-2.964398136092592010e-38
1.159900000000000000e+04,-2.510576122079049738e-35
1.160000000000000000e+04,-8.291054360985600000e+13
1.160100000000000000e+04,-6.684925872832536697e-03
1.160200000000000000e+04,-1.311026674565166557e+23
1.160300000000000000e+04,1.773475233313691335e-21
1.160400000000000000e+04,1.028213796272865280e+18
1.160500000000000000e+04,-2.438763094060305386e-24
1.160600000000000000e+04,6.587167989741506526e-21
1.160700000000000000e+04,1.862115603830925864e-27
1.160800000000000000e+04,-4.679978159291466738e-15
1.160900000000000000e+04,-8.979291926301034037e-21
1.161000000000000000e+04,5.752001117766749828e+33
1.161100000000000000e+04,5.608551560485121182e-32
1.161200000000000000e+04,1.383066669773539503e-32
1.161300000000000000e+04,1.612966328424310027e-33
1.161400000000000000e+04,-5.080435608378910787e-39
1.161500000000000000e+04,2.067019931220404028e+25
1.161600000000000000e+04,3.835221597437566527e-22
1.161700000000000000e+04,-1.101344582378979328e+18
1.161800000000000000e+04,-3.778671218599822482e-17
1.161900000000000000e+04,1.479760460216042461e-13
1.162000000000000000e+04,1.890886896732725570e-29
1.162100000000000000e+04,-5.340982394967138405e-38
1.162200000000000000e+04,-2.133098128380675146e-30
1.162300000000000000e+04,-1.361920000000000000e+05
1.162400000000000000e+04,-4.223086737415000191e-27
1.162500000000000000e+04,-3.711788252772958208e+18
1.162600000000000000e+04,-1.607543866261439592e+32
1.162700000000000000e+04,1.348482979185295360e+18
1.162800000000000000e+04,-1.364686348679846333e+28
1.162900000000000000e+04,2.556316269775038563e-09
1.163000000000000000e+04,2.115829753956911638e+36
1.163100000000000000e+04,1.895805112894777267e-08
1.163200000000000000e+04,-9.537514637402418296e+31
1.163300000000000000e+04,7.438494264988548821e-15
1.163400000000000000e+04,3.171055577695369720e-04
1.163500000000000000e+04,2.655773101434277805e-10
1.163600000000000000e+04,6.901749358500534670e-18
1.163700000000000000e+04,-2.583566501206526596e-18
1.163800000000000000e+04,-1.690394427392000000e+12
1.163900000000000000e+04,-1.025264085188798952e-38
1.164000000000000000e+04,-6.128288668182773980e-27
1.164100000000000000e+04,1.561522809309310397e+35
1.164200000000000000e+04,3.334918608132877111e+25
1.164300000000000000e+04,-4.419683085984845277e+37
1.164400000000000000e+04,-4.174236906484575804e-22
1.164500000000000000e+04,-3.800323815259504640e+17
1.164600000000000000e+04,-9.220585881600000000e+10
1.164700000000000000e+04,2.439059570312500000e+04
1.164800000000000000e+04,-5.766018305181086490e-12
1.164900000000000000e+04,7.679812029836766983e-39
1.165000000000000000e+04,4.282905203661678615e-30
1.165100000000000000e+04,3.302934875996160000e+14
1.165200000000000000e+04,3.192469504000000000e+09
1.165300000000000000e+04,-2.453416961803370365e+21
1.165400000000000000e+04,6.362950801849365234e-02
1.165500000000000000e+04,9.636588704963849761e-21
1.165600000000000000e+04,5.796060697419435562e+26
1.165700000000000000e+04,-1.556205417399826631e-27
1.165800000000000000e+04,-9.051639281352704000e+15
1.165900000000000000e+04,1.038559768811382845e-28
1.166000000000000000e+04,2.281820994153196909e+36
1.166100000000000000e+04,1.776560543035594925e-34
1.166200000000000000e+04,-2.002046998991843624e-36
1.166300000000000000e+04,1.108422020821057084e-22
1.166400000000000000e+04,-1.423555284069122351e-13
1.166500000000000000e+04,2.553593388759643161e-21
1.166600000000000000e+04,4.214623913867399096e-05
1.166700000000000000e+04,2.774135918638839890e+20
1.166800000000000000e+04,-8.603638824960000000e+11
1.166900000000000000e+04,7.496890925258891583e-26
1.167000000000000000e+04,-2.226027424557582640e-35
1.167100000000000000e+04,-3.119218349456787109e-01
1.167200000000000000e+04,-2.231417316010204201e-25
1.167300000000000000e+04,2.531188434818129835e+24
1.167400000000000000e+04,5.371890438254922628e-06
1.167500000000000000e+04,-2.443042480468750000e+03
1.167600000000000000e+04,1.812159680000000000e+08
1.167700000000000000e+04,2.599713582185358973e-07
1.167800000000000000e+04,-1.090458869206708603e+25
1.167900000000000000e+04,5.670351883348134781e-13
1.168000000000000000e+04,-3.468199517444676711e-23
1.168100000000000000e+04,-7.390411773139228054e+25
1.168200000000000000e+04,5.988742065429687500e+01
1.168300000000000000e+04,2.591936957253764951e+27
1.168400000000000000e+04,-6.788736239826675956e-11
1.168500000000000000e+04,-4.235211159749697820e-26
1.168600000000000000e+04,9.390348759009091820e-38
1.168700000000000000e+04,-1.301454370874089318e-15
1.168800000000000000e+04,-3.146464490516459577e-22
1.168900000000000000e+04,-2.704406082630157471e-01
1.169000000000000000e+04,1.324461178880000000e+11
1.169100000000000000e+04,1.476190618632244878e-07
1.169200000000000000e+04,-2.723493435943542696e+24
1.169300000000000000e+04,-2.771055052052642711e-23
1.169400000000000000e+04,-1.126845752296015699e-39
1.169500000000000000e+04,1.882912314954410249e-08
1.169600000000000000e+04,7.295530760758896494e+36
1.169700000000000000e+04,3.514983229443983540e+21
1.169800000000000000e+04,3.911451697349548340e-01
1.169900000000000000e+04,-9.038382192451749277e-17
1.170000000000000000e+04,2.569436757079260631e-19
1.170100000000000000e+04,-2.860231040728578034e-14
1.170200000000000000e+04,-7.639436854558720000e+15
1.170300000000000000e+04,-6.451865313697240108e-33
1.170400000000000000e+04,-2.400121677414400000e+14
1.170500000000000000e+04,-4.394506225585937500e+02
1.170600000000000000e+04,-5.441301316022872925e-02
1.170700000000000000e+04,-1.010924429625385199e-22
1.170800000000000000e+04,1.736085750000000000e+06
1.170900000000000000e+04,9.782318338919320844e+36
1.171000000000000000e+04,2.576912020256796391e-29
1.171100000000000000e+04,2.398648906250000000e+05
1.171200000000000000e+04,1.945958267657902035e-27
1.171300000000000000e+04,-4.316096763657075466e+34
1.171400000000000000e+04,2.294372767210006714e-03
1.171500000000000000e+04,-7.424121237646048085e+36
1.171600000000000000e+04,-9.555920486400000000e+10
1.171700000000000000e+04,-1.239859606648455004e-29
1.171800000000000000e+04,-9.900671576205916403e-19
1.171900000000000000e+04,-1.606529531586497673e-24
1.172000000000000000e+04,-1.125797969920000000e+11
1.172100000000000000e+04,4.928642125619282005e+25
1.172200000000000000e+04,-3.653636390451856918e+29
1.172300000000000000e+04,-4.874891601502895355e-10
1.172400000000000000e+04,2.133910880256000000e+13
1.172500000000000000e+04,-9.234052658081054688e+00
1.172600000000000000e+04,6.720852216627965630e-33
1.172700000000000000e+04,-1.865960257418919355e-05
1.172800000000000000e+04,-1.013761746717900800e+18
1.172900000000000000e+04,-1.047693586798196222e-19
1.173000000000000000e+04,2.587976341601461172e-04
1.173100000000000000e+04,-3.609129648128000000e+12
1.173200000000000000e+04,5.594369554273725953e-07
1.173300000000000000e+04,-1.247972249984741211e-07
1.173400000000000000e+04,-9.159823065088000000e+14
1.173500000000000000e+04,-4.746856297660488564e+30
1.173600000000000000e+04,1.333268373633817340e+30
1.173700000000000000e+04,-2.732757648117312728e-36
1.173800000000000000e+04,1.636655493537595392e+19
1.173900000000000000e+04,7.257557779968819791e+37
1.174000000000000000e+04,1.970821746143077551e+24
1.174100000000000000e+04,-1.457598209381103516e+01
1.174200000000000000e+04,-1.206809264128000000e+12
1.174300000000000000e+04,-1.029037657655972354e+28
1.174400000000000000e+04,-7.625017696237523790e-15
1.174500000000000000e+04,-1.565458740234375000e+03
1.174600000000000000e+04,-6.906162889208644629e-05
1.174700000000000000e+04,-2.324257455011647329e-34
1.174800000000000000e+04,-3.367679913807950258e-16
1.174900000000000000e+04,-4.672091691304558481e-08
1.175000000000000000e+04,8.186765760183334351e-02
1.175100000000000000e+04,-9.444409790039062500e+02
1.175200000000000000e+04,-1.561841973604646912e+18
1.175300000000000000e+04,1.773475233313691335e-21
1.175400000000000000e+04,-9.107938411161009720e-28
1.175500000000000000e+04,-1.655771750400000000e+10
1.175600000000000000e+04,2.056046639609121485e-07
1.175700000000000000e+04,-7.179092407226562500e+02
1.175800000000000000e+04,-4.402569000432731414e-32
1.175900000000000000e+04,-1.448985017590571895e-17
1.176000000000000000e+04,-6.999775985177907316e-16
1.176100000000000000e+04,5.729836397017074034e-11
1.176200000000000000e+04,-1.565606701418151936e+18
1.176300000000000000e+04,-1.508705875169116160e+17
1.176400000000000000e+04,-3.611482306641920000e+14
1.176500000000000000e+04,-8.683213037485870700e-10
1.176600000000000000e+04,4.544385360121392476e-37
1.176700000000000000e+04,-8.207824934570365300e-38
1.176800000000000000e+04,-1.375885849697056074e-09
1.176900000000000000e+04,6.018309358897869221e-14
1.177000000000000000e+04,-5.244714617888664200e-30
1.177100000000000000e+04,-3.610411763222450953e-17
1.177200000000000000e+04,3.257465036800000000e+10
1.177300000000000000e+04,-1.113228446469867044e+37
1.177400000000000000e+04,1.181481788895292692e-16
1.177500000000000000e+04,2.324309262717600803e-21
1.177600000000000000e+04,-1.412734263794845901e-06
1.177700000000000000e+04,1.358051454837725285e+37
1.177800000000000000e+04,1.605785216000000000e+09
1.177900000000000000e+04,7.762192399241030216e-04
1.178000000000000000e+04,2.900514442745356903e-17
1.178100000000000000e+04,1.450748822915708948e+31
1.178200000000000000e+04,6.961593232718195174e-22
1.178300000000000000e+04,-2.580746125478896043e-32
1.178400000000000000e+04,-5.609610512358745047e+20
1.178500000000000000e+04,1.361011698230782354e+27
1.178600000000000000e+04,-5.520703750554443503e+25
1.178700000000000000e+04,1.933742286613648237e-26
1.178800000000000000e+04,-1.275467828167318700e+22
1.178900000000000000e+04,-1.359902500000000000e+07
1.179000000000000000e+04,-5.971664803997941760e+18
1.179100000000000000e+04,-1.206551387466411880e-18
1.179200000000000000e+04,1.346799808374966612e-34
1.179300000000000000e+04,-1.190159082398167811e-13
1.179400000000000000e+04,-1.096196800000000000e+07
1.179500000000000000e+04,-1.284708264964172148e-20
1.179600000000000000e+04,-2.626581859868047755e-35
1.179700000000000000e+04,-1.050811793135153493e-08
1.179800000000000000e+04,-3.827178578645034620e-18
1.179900000000000000e+04,5.201398906757116373e+36
1.180000000000000000e+04,1.698736119065083904e+19
1.180100000000000000e+04,-2.329220167452138212e-16
1.180200000000000000e+04,5.340241886986405046e+22
1.180300000000000000e+04,-3.597035110400000000e+10
1.180400000000000000e+04,3.351286901471338640e+33
1.180500000000000000e+04,2.838614375000000000e+05
1.180600000000000000e+04,-1.231762420403520353e+23
1.180700000000000000e+04,-1.555085601806640625e+02
1.180800000000000000e+04,-1.275881709105631341e+38
1.180900000000000000e+04,1.399491146598751244e-21
1.181000000000000000e+04,-4.391306684006400000e+13
1.181100000000000000e+04,-1.874097827356628243e-38
1.181200000000000000e+04,-6.121097861538930124e+37
1.181300000000000000e+04,-1.949956640601158142e-09
1.181400000000000000e+04,-6.992153804800000000e+10
1.181500000000000000e+04,3.166152519442489102e+27
1.181600000000000000e+04,-7.761467857303472329e-11
1.181700000000000000e+04,1.697736712705497529e-27
1.181800000000000000e+04,9.308178419691429054e-35
1.181900000000000000e+04,-1.027023135131146650e+19
1.182000000000000000e+04,5.386563771025976166e-06
1.182100000000000000e+04,-1.472100019454956055e-01
1.182200000000000000e+04,1.671995785187496778e-18
1.182300000000000000e+04,-4.760636329592671245e-13
1.182400000000000000e+04,-9.691531954701450518e+24
1.182500000000000000e+04,-3.820104496735636685e+20
1.182600000000000000e+04,7.916705522268847997e+21
1.182700000000000000e+04,-3.762553859114585293e+19
1.182800000000000000e+04,4.615368359375000000e+04
1.182900000000000000e+04,-6.910730305536000000e+13
1.183000000000000000e+04,-8.555926596602019739e+37
1.183100000000000000e+04,-4.416421815648088209e-35
1.183200000000000000e+04,3.126429175941344896e-31
1.183300000000000000e+04,-1.277923583984375000e-04
1.183400000000000000e+04,-5.183465907917035205e-30
1.183500000000000000e+04,2.334697626338311238e-07
1.183600000000000000e+04,1.564841728000000000e+09
1.183700000000000000e+04,-1.189556961781509926e-18
1.183800000000000000e+04,-1.246123100000000000e+07
1.183900000000000000e+04,-1.083457047674938087e-28
1.184000000000000000e+04,5.954618609393946826e-05
1.184100000000000000e+04,-3.320645638356603179e-18
1.184200000000000000e+04,5.125540419731456000e+15
1.184300000000000000e+04,-1.108422020821057084e-22
1.184400000000000000e+04,1.505820631457762295e+25
1.184500000000000000e+04,-7.437100021221185087e+26
1.184600000000000000e+04,6.533700608000000000e+09
1.184700000000000000e+04,1.969275699200000000e+11
1.184800000000000000e+04,1.690338541766010355e+34
1.184900000000000000e+04,1.219325212285898467e+33
1.185000000000000000e+04,-4.029033547115866088e+29
1.185100000000000000e+04,6.458454503075678861e+34
1.185200000000000000e+04,-8.229740347392000000e+13
1.185300000000000000e+04,9.429411719806976000e+15
1.185400000000000000e+04,-1.074568359375000000e+03
1.185500000000000000e+04,3.023024792955596531e+30
1.185600000000000000e+04,1.131152022905684146e-14
1.185700000000000000e+04,-2.269714027643203735e-01
1.185800000000000000e+04,2.702149190008640289e-02
1.185900000000000000e+04,-3.418549852085561724e-07
1.186000000000000000e+04,-9.420954704284667969e+00
1.186100000000000000e+04,4.122384643554687500e+01
1.186200000000000000e+04,-9.225979319490921788e-31
1.186300000000000000e+04,2.905661822261151883e-17
1.186400000000000000e+04,4.334641217536000000e+12
1.186500000000000000e+04,-1.741739990234375000e+03
1.186600000000000000e+04,-1.106497056861842499e-33
1.186700000000000000e+04,-4.477435923553845248e+18
1.186800000000000000e+04,-5.003305450409421352e-36
1.186900000000000000e+04,2.413998080164903256e+22
1.187000000000000000e+04,3.414258437500000000e+05
1.187100000000000000e+04,-1.090684784399161109e-31
1.187200000000000000e+04,-3.629179172242756798e-37
1.187300000000000000e+04,6.765271123175397243e-27
1.187400000000000000e+04,3.016537761457066949e-36
1.187500000000000000e+04,-1.332870078348704170e-36
1.187600000000000000e+04,-1.043560244432252572e-32
1.187700000000000000e+04,3.502976382151246071e-03
1.187800000000000000e+04,1.694714534096419811e-03
1.187900000000000000e+04,-6.270939392534984812e+33
1.188000000000000000e+04,2.128008905196892122e-38
1.188100000000000000e+04,-6.390198549752811849e+35
1.188200000000000000e+04,1.657287620765407406e+22
1.188300000000000000e+04,5.488640000000000000e+05
1.188400000000000000e+04,8.360984313856000000e+12
1.188500000000000000e+04,7.994254735603264635e-29
1.188600000000000000e+04,-8.559941257023323091e-18
1.188700000000000000e+04,1.044266429815193600e+16
1.188800000000000000e+04,1.057199980891709856e-07
1.188900000000000000e+04,7.349978413970924318e+35
1.189000000000000000e+04,2.241331035698901353e-12
1.189100000000000000e+04,7.379543781280517578e+00
1.189200000000000000e+04,4.127787338537024204e+25
1.189300000000000000e+04,1.438814044160000000e+11
1.189400000000000000e+04,-1.186537109375000000e+03
1.189500000000000000e+04,1.485824130297560220e+25
1.189600000000000000e+04,-2.704899170991582660e-35
1.189700000000000000e+04,-2.715087515498937327e-17
1.189800000000000000e+04,-1.184996334267331670e+27
1.189900000000000000e+04,1.794597565170363840e-12
1.190000000000000000e+04,1.255917140952078626e-05
1.190100000000000000e+04,-4.515968844422751352e+28
1.190200000000000000e+04,-3.001891439810331237e+32
1.190300000000000000e+04,-4.419683085984845277e+37
1.190400000000000000e+04,7.123819704487138720e+26
1.190500000000000000e+04,1.137789331551175565e-05
1.190600000000000000e+04,-1.409755441460936562e-28
1.190700000000000000e+04,7.401638281250000000e+04
1.190800000000000000e+04,-9.910444032000000000e+10
1.190900000000000000e+04,5.140080954481308589e+29
1.191000000000000000e+04,3.461048865554752184e-32
1.191100000000000000e+04,1.332124672000000000e+09
1.191200000000000000e+04,nan
1.191300000000000000e+04,-5.849401859768320000e+14
1.191400000000000000e+04,-4.815613288539073157e-30
1.191500000000000000e+04,5.655524774499568703e-25
1.191600000000000000e+04,3.105002728741931795e-20
1.191700000000000000e+04,-1.961053833139240886e-31
1.191800000000000000e+04,4.609282683955284028e-27
1.191900000000000000e+04,-9.164841651916503906e+00
1.192000000000000000e+04,-2.665150095404492338e+23
1.192100000000000000e+04,-3.599102648432413736e-30
1.192200000000000000e+04,-1.531777541579993200e-22
1.192300000000000000e+04,-6.794607217223309592e+32
1.192400000000000000e+04,2.140745498624000000e+12
1.192500000000000000e+04,-2.237479668110609055e-03
1.192600000000000000e+04,5.786488983856713421e-20
1.192700000000000000e+04,3.986711590510346791e-34
1.192800000000000000e+04,3.184635283159929086e-37
1.192900000000000000e+04,4.242200500000000000e+06
1.193000000000000000e+04,-8.746530795971318032e-29
1.193100000000000000e+04,2.035598240000000000e+08
1.193200000000000000e+04,-3.712243652343750000e+02
1.193300000000000000e+04,-8.576000000000000000e+03
1.193400000000000000e+04,5.607523437500000000e+03
1.193500000000000000e+04,7.636501023623152170e+25
1.193600000000000000e+04,-8.710431654709637023e+36
1.193700000000000000e+04,3.861804864856015964e-32
1.193800000000000000e+04,-7.729308058731597372e-24
1.193900000000000000e+04,-4.236346787690054017e-13
1.194000000000000000e+04,-1.244119285760000000e+11
1.194100000000000000e+04,3.897356589488618774e-38
1.194200000000000000e+04,1.361454773358896103e-36
1.194300000000000000e+04,-8.178710937500000000e-03
1.194400000000000000e+04,2.359303832054138184e-02
1.194500000000000000e+04,-5.024955775785294858e+23
1.194600000000000000e+04,-4.877217968750000000e+04
1.194700000000000000e+04,1.365605258941650391e+01
1.194800000000000000e+04,1.974404833489651493e-32
1.194900000000000000e+04,-2.965878928080201149e-03
1.195000000000000000e+04,-2.467391815185546875e+02
1.195100000000000000e+04,-7.996652343750000000e+03
1.195200000000000000e+04,1.599039820139893132e+37
1.195300000000000000e+04,-8.781824000000000000e+06
1.195400000000000000e+04,1.095627053195067392e+18
1.195500000000000000e+04,-4.961294720000000000e+08
1.195600000000000000e+04,8.956741236936382908e+36
1.195700000000000000e+04,3.240546123540327672e-13
1.195800000000000000e+04,1.415983595520000000e+11
1.195900000000000000e+04,-8.875012506146447820e+28
1.196000000000000000e+04,-3.239822750000000000e+06
1.196100000000000000e+04,3.777098638731457331e+20
1.196200000000000000e+04,3.778146048627627043e-31
1.196300000000000000e+04,-6.034823500676464640e+17
1.196400000000000000e+04,1.921172110286306633e-10
1.196500000000000000e+04,nan
1.196600000000000000e+04,-4.874507601977466146e-35
1.196700000000000000e+04,-1.941746217198669910e-03
1.196800000000000000e+04,-9.085657500027793154e+37
1.196900000000000000e+04,-2.938218516147089732e-13
1.197000000000000000e+04,1.464038470377413804e+21
1.197100000000000000e+04,-9.095417600000000000e+07
1.197200000000000000e+04,-1.645693595783971564e-30
1.197300000000000000e+04,-2.706108449270158897e-26
1.197400000000000000e+04,-4.490575000000000000e+05
1.197500000000000000e+04,-1.280506839975714684e-03
1.197600000000000000e+04,1.128811003272601346e-31
1.197700000000000000e+04,-2.461964368240822440e-33
1.197800000000000000e+04,9.101740374717337545e-07
1.197900000000000000e+04,2.240777814016000000e+12
1.198000000000000000e+04,-4.904654302548005684e-33
1.198100000000000000e+04,6.345822123811510682e+19
1.198200000000000000e+04,3.481160248952619440e-09
1.198300000000000000e+04,-9.208409882624000000e+12
1.198400000000000000e+04,1.784547620786725020e-09
1.198500000000000000e+04,1.311958912651157832e+20
1.198600000000000000e+04,-2.391234441955492346e-37
1.198700000000000000e+04,4.892664528896000000e+12
1.198800000000000000e+04,-4.149273663312223321e+27
1.198900000000000000e+04,-9.277390480041503906e+00
1.199000000000000000e+04,-6.253986288761790080e-18
1.199100000000000000e+04,-3.466818237304687500e+01
1.199200000000000000e+04,3.625373431035577306e+25
1.199300000000000000e+04,-1.135024149320762454e-19
1.199400000000000000e+04,-4.255603905886554002e+24
1.199500000000000000e+04,4.949785293684928435e+23
1.199600000000000000e+04,-9.724424960000000000e+08
1.199700000000000000e+04,-1.917695345872376457e-25
1.199800000000000000e+04,2.826469241644698829e+19
1.199900000000000000e+04,5.113089108213760000e+14
1.200000000000000000e+04,3.670404669361574253e+36
1.200100000000000000e+04,-2.103118016526010112e-21
1.200200000000000000e+04,7.862803239459452184e+31
1.200300000000000000e+04,1.996755599975585938e-06
1.200400000000000000e+04,-1.937069059164018767e-16
1.200500000000000000e+04,-7.360277680117534897e+30
1.200600000000000000e+04,6.455135037608528137e-11
1.200700000000000000e+04,5.199074353479680000e+14
1.200800000000000000e+04,7.084279754201184876e+25
1.200900000000000000e+04,-1.098598751032853205e-12
1.201000000000000000e+04,-1.152384620890771278e-29
1.201100000000000000e+04,-6.598180318058215089e-30
1.201200000000000000e+04,-4.375792923383414745e-05
1.201300000000000000e+04,1.247972249984741211e-07
1.201400000000000000e+04,-8.250087715101219486e-35
1.201500000000000000e+04,-1.650971777151582649e+24
1.201600000000000000e+04,9.530280181579025133e-38
1.201700000000000000e+04,1.276813139089817600e+16
1.201800000000000000e+04,8.022336947093504000e+15
1.201900000000000000e+04,-5.964862442016601562e+01
1.202000000000000000e+04,3.743323447636413579e+34
1.202100000000000000e+04,-9.883160144090652466e-02
1.202200000000000000e+04,1.564168593750000000e+05
1.202300000000000000e+04,-2.339760743907328000e+15
1.202400000000000000e+04,-1.899487688206136227e-05
1.202500000000000000e+04,-1.520358275039490614e-12
1.202600000000000000e+04,1.478871098857601555e+35
1.202700000000000000e+04,3.121301042978741406e-26
1.202800000000000000e+04,-1.177411854200506365e+22
